customer_id,sex
12729557,
20803874,
14021889,
19658860,
10892961,
1451918,
6974644,
3437817,Female
8610881,
3823783,
10442802,
2006096,Male
5967360,
11124707,
11029765,
13100097,Female
18627762,
18691411,Female
14037868,Female
6544697,
19637168,
18114041,Female
17158546,
13702968,
4350690,
13256921,
16881034,Male
12815883,Female
21514893,Male
19504339,
18395828,
5990596,
9360441,
10780358,
6346685,Female
20115389,
10018247,Female
21184665,Female
11241004,
10926257,
4194144,
12240724,Male
1415038,Female
9104473,
1440210,Male
2984533,Male
3085339,
17696771,
225094,
18271584,
12499568,
19936005,
13919925,
9068791,Male
6793324,
19988772,
17365809,Female
12120874,
4094507,Male
2597513,
4698289,
6821418,
18440494,
5288252,Female
6255717,
10128609,
15537383,
18909014,
17631046,
2521611,Female
7412092,
5878793,Female
20482813,Female
1813672,Male
4242742,Female
19510886,Female
15829142,
13647697,Female
9664705,
7401708,
6473049,
5445448,
11207043,
193365,Male
9859889,
4164282,
20998526,Male
14653365,
14079764,Female
12347527,
10126285,Female
17093865,
16875708,Male
20850379,
15964923,Female
20075905,Female
13291636,Female
5268936,
6508343,Male
17728405,
19525738,Female
16846232,
6745077,Female
15506060,Female
14076477,Female
10091360,
12014020,
13395629,
14738473,Female
8679144,
5522891,
20119217,Female
5023254,Female
12611090,
1241993,Female
10251993,Female
16528708,Male
15751469,
17955385,Female
4908840,Female
7195222,
8047796,Male
19482188,
1807585,
21347483,
11107512,Female
14743929,Female
16822635,
16234309,
1884788,
21176462,
11311074,Female
3278914,Male
18080824,Female
3058405,
5233685,
4007113,
7551946,Female
19044630,
12695813,
9947393,
17996477,
20479163,Female
11189201,
11220484,Female
1431555,
18861950,
6714501,Female
18620397,Female
11434965,Male
11654800,Male
13443677,
18903863,
21006198,Female
3253853,Female
15052702,
64343,
4363578,
7847995,
5659383,
2826853,Female
3627516,
9049519,Female
11449988,
17010590,Female
16815636,Female
15405749,
16299782,Female
2854621,Male
11561520,
7983866,
19559385,Female
2719012,Female
1547274,Female
18050567,
14348971,Female
11740104,
11504575,Male
6935644,Male
5965251,Female
20048531,
16158495,
809355,
3461535,
7898911,
373268,Male
18958690,
5516898,Female
8342928,
17894589,
17913323,Female
2375512,Female
5107378,
19515205,
19789628,Male
19124189,
17626978,
17867456,
15573211,Female
18909758,Female
8919610,Male
15241734,Male
13768202,Female
6526112,
15991499,Female
5452108,
15444718,Male
1609503,
10419671,Female
10668875,Female
10905901,
10985189,
13797046,Male
4109091,
13277372,
14663761,
2576636,Female
13508434,Male
9733961,Female
4967295,Male
4662917,Male
19585255,
743377,
17650877,Male
9132215,
9725585,
19207835,Female
5628591,Female
805679,
6786314,Female
4192790,
17462222,Male
20121181,
2948466,Male
12160541,Male
16172032,
19189160,
12472991,
19394678,
1397635,Female
13303423,
12907739,Female
827833,Female
6806636,
16856339,
1364543,
3236444,Male
1264197,
20363340,
15360618,Female
18933012,Female
9859752,
9655437,Male
18390253,
12662086,Female
18530883,Female
15370918,
4115419,
18305988,Female
2970198,Male
3464018,Male
5902142,Male
9419502,
14624109,Female
3367749,
7662115,
117678,Female
379451,Female
9096870,
9289054,Female
10597908,Male
14097786,
16336301,Male
20083289,
13651255,Male
12619583,
16293085,Female
13647748,
12194837,
8233940,Female
10241216,
13865565,
15252865,Female
18685995,Female
20902748,Male
5470068,
3036215,
8324905,
2651503,
14337842,Female
5828069,
7624969,Female
12733215,Female
1940700,
1062124,
17283328,
3040955,Male
10327209,Female
20518117,
19442011,
10177016,
1768684,Female
14833743,Female
14547533,
13454987,
12370443,Female
453525,
6549874,Male
12255471,
4881528,Female
12784632,
20629747,
12943227,
12121606,
14438422,
19200177,
3615404,
1460691,
4595570,Female
13141733,
11085624,
5820247,
4199578,Male
19088276,Female
16186690,
3506584,
1978311,
17291149,Female
2864129,
20626470,
17585997,
5709454,Female
14565060,
6059950,
18767232,
7575081,Female
3756989,Female
18524738,
17845489,
16377208,
16004450,
21027685,Male
11975190,
14229227,
8965057,Male
15543597,
20796522,
21058962,Male
1204389,
13376251,Male
5204977,Female
17007547,
12943629,
2421365,Female
15211439,
18430229,
3710652,
6890110,
5378820,
1638593,
20365027,Female
14366377,
3748337,Female
5222327,Female
5766379,
4539973,
15961661,Female
6766532,Female
18102112,
6150955,
2348520,
5565099,Male
5670610,
365016,
13852567,Female
19729765,
7507579,Male
14489612,Female
10116071,
4297624,Male
3627464,
17908331,
16798026,
4926076,
2305919,
5684539,
9857834,
19732083,
6964381,
15970381,
15244735,Female
20114752,Female
6579841,Male
15640490,
10581255,Male
712830,Female
9222444,Female
20601289,
3733277,
11226660,
20611660,
14108342,
14770379,
15560832,Female
12583729,
17978372,
9909435,Male
16621814,
10037599,Female
12582175,Female
9081515,Male
17252383,Male
16661914,
1713334,
227324,
19090890,
13051118,Male
21622334,Female
12617372,
11934587,
8968357,Male
20993738,
13150055,
21566140,
20659087,Female
11920169,Female
7771376,Female
19229474,Female
4229326,
12989316,
2578528,
9715076,
7288257,Male
1862639,Female
17037369,
1941909,Male
19070794,Male
21607503,Male
15966374,Female
5875782,Female
20899697,
15729133,
18820761,
20683025,
1625225,
20616304,
1815311,
9374004,Female
3945151,
10257959,Male
15135196,
15000130,
7740769,
1916592,Male
7992581,Male
18816906,
5633139,Female
17479498,Female
2744225,
11808794,Female
16965665,
17419641,
8337966,Female
9013552,Female
3271760,Male
9490381,
18520037,
6006786,
6135121,
19417615,Female
2242616,
10183,
14354426,
10092339,Male
602449,Female
17294480,
9487314,
6747869,
19961855,
14229998,
21086648,
11119206,
21641111,Male
10020920,Female
14067424,
10712414,Female
10118988,Male
6916038,
1850721,Male
9610061,Female
9511409,Male
3701573,Female
15368656,Female
12789606,Male
17052727,
14056733,
7602298,Male
10646287,
6813160,
1654145,Male
7963901,
7393338,
21027285,Female
7307478,
1733499,Female
4645926,
18887167,
12168655,
15359012,Female
849172,
6590268,Female
14973363,
17468377,
9495512,
19133416,Female
14108561,
13980155,
3862798,
15294569,Female
20310937,
18663777,
2150992,
21272837,
12767546,Female
19991913,
20096605,Female
1221097,
6371520,Female
18741006,Male
15249891,Male
7881974,
20234198,
9837932,Female
14853302,
5036338,
10743575,
6322491,
16236206,Female
14669049,
2822952,Female
7813102,
4877955,Female
11048901,
1190656,
9785194,Male
16056637,
2792469,
9405921,Female
4202571,
18719971,
4676086,Female
4094424,
20136658,Female
16015050,
5730561,Female
11022233,Female
14039135,
1946001,
1702218,Male
18495687,
2647595,
12782001,
14544700,Female
3097180,
508983,Female
6635069,
15152187,
16045583,
2271338,
9040413,
6088511,
13176166,
5738854,Female
15516197,Female
20518491,Male
16766249,Female
12356957,Female
5173388,Female
12976724,
6317439,Male
10579710,Female
17747200,Female
3578758,
13213292,
8397436,
13682845,Female
5127568,Female
15461399,
21011552,
20119767,Male
18705686,
13038847,Female
17421501,
560289,Female
7658383,Female
7602113,
13912028,Female
5256109,
19262186,Female
17691117,
8608609,Female
21528921,Female
5491121,
14959597,Female
14108629,
21313313,
16318961,
21426688,Female
4150484,
16788598,Female
20458854,
11216378,Male
10044257,
6313868,Female
7781510,Female
4837553,Female
7854841,
8861390,Female
964265,
703620,Male
10422432,Female
11503356,
8723739,
15641471,
17395447,Male
18799954,
18910203,Female
3483318,Male
15693444,Female
449140,Female
9790766,Female
11191154,Female
11658451,
13449177,
17931791,
16103536,Female
18409129,Female
13382259,
2851949,Female
391377,Female
19595208,Female
17208439,Female
9278330,Female
17310539,
5882701,
17000500,
12541432,Female
2868805,
12540619,
11803069,
21615908,
10926884,Female
17860957,Male
3093920,Female
8573617,Female
8570804,
14916662,
6114386,
9526822,Female
5086093,Male
17116632,
891194,Male
15267553,Male
19117057,Male
2316018,
19808029,
3082643,
14078698,
14127931,Male
10528095,
12839068,Female
1786302,Female
14888657,Female
1158674,Female
8075114,Female
2625244,
2077034,
13841034,
5113495,
19102985,Female
9841741,Male
20044729,Female
3145729,
11229688,Male
9135867,Female
11669519,Female
9484609,
1863701,
19669532,Female
21078021,
15435428,Female
11414573,
1042500,Female
7544203,
18203321,Female
2418327,
19537806,Male
18260366,Male
21010110,
18838002,
14384394,
16310509,
17399511,Female
8553795,Female
2710133,
16391783,
16576032,Male
9329320,Female
8251939,Male
7077597,Female
7278091,
20208384,Male
6426501,Male
21310673,
19527574,
15701229,Female
20052951,Female
4940626,
11866981,
6273566,Male
8740781,Female
17594971,Female
20606785,Female
15415372,
190299,Male
14069824,Female
4486290,
10975201,
6399964,
13731184,
2316218,
20084521,
20347750,
14803911,
11244012,Male
16606299,Male
20090157,
4957019,
6274497,
2577152,Female
19328850,
12905640,Male
20532187,Female
18439000,
13354793,
16944651,Male
11829989,Female
11493730,Female
12061914,
4939031,Female
20699808,
13910693,Female
1645406,Male
13242118,
9655804,Female
16364959,Female
12294930,
18360290,
11277088,Female
18547597,
6985749,Male
15184069,Female
16000681,
4841861,
3745362,Female
15436258,Female
5000680,Female
7027050,
17580482,
19568475,Male
16139108,
20913158,Female
21248625,
3392286,
15769568,Male
3857472,Female
12531427,Male
20463193,Male
12431671,
12163072,Female
15348236,Female
93540,
19426172,
984847,
4009180,Female
12887779,Female
14343400,
18320866,Female
13333482,Female
8063494,Female
15473921,Male
15476884,Male
14737945,Male
18507429,Female
2420610,
18866393,Female
13409816,
9892565,Male
3122436,Female
1962888,Female
7724280,Female
12059942,
6954653,
6519811,
7983937,
19716361,
19817338,
10241074,Male
16082676,
17888616,
9945374,
5011604,
13619627,
1571317,
4732740,Male
16989667,
7437210,
18183941,
20671940,
11556372,
2999162,
10057957,
1218144,Male
14355851,
5942982,Female
16641788,
12674238,
3936249,Male
13789748,Male
3962962,Male
9752431,
16927469,
2470281,
20662445,
3244598,
16579166,
8832985,Female
13350406,
2980845,Male
11951912,
8594526,Female
1440945,
21334652,Male
8741417,
4439856,Female
2982960,Female
20548973,
13529490,
1345393,Female
12445056,Female
10597773,Female
6243674,
113803,
10091491,
17895703,Female
9515139,
9927749,Female
10013967,Female
14517102,Female
4743061,
15691959,
7572379,
3173111,
2693903,
11253160,
13122934,
4222413,
18527147,
1693141,Female
3735687,
3146134,Male
17037400,
16651482,
4989220,Female
10781166,Female
3181077,
7547754,
10862262,Male
13397029,
281362,
14569437,
15941630,
14608045,
6384764,
18847719,
449642,
4158570,
7348676,Female
10716714,
1751916,
2387376,
17144989,
4380648,
5292990,
11774535,
11493399,
12310256,Female
1012953,
14177633,Female
6192213,
17990363,
887112,
5453740,
5428774,
19178030,
14985256,
17908605,
6872533,
20524116,Female
20786261,
19760385,
12356556,Female
3467943,
20780811,Female
21212419,
8730635,
18591272,
1555137,
17276682,
13269264,Male
17615108,
8743313,
4328788,
5462962,
7683779,
6431135,
14316054,
14613798,
6120965,
11101317,Female
2898536,Female
11975174,Female
13616858,Female
17946478,Female
6004202,Female
16209908,
2640128,
19099927,Male
9253277,
7429577,Female
12122861,Male
7992898,Female
13873951,
13519119,Female
5845044,
14255863,Male
958337,Female
1845188,Female
6389623,
8842737,
19970216,Female
17455075,
5851657,Male
16871927,Female
1696567,Male
10403899,Female
5695581,Female
8176708,Male
1980347,
16415558,Female
10189941,
2144497,Male
15802970,Female
1153527,
3622794,Female
1404972,
2160222,Female
10166524,Female
18302993,Female
16565646,Male
9380987,
1260402,Female
4150376,Male
9050981,
5601713,
16419011,
17841835,
4433353,
12297773,
16241744,Female
9119459,Male
71773,
15147017,Female
9411409,Female
16545259,Female
902447,Male
14495975,
12534517,
19743809,
15796979,Female
18884211,Female
7381724,Female
705784,Female
8651261,Female
186686,
9260677,
19379611,Female
14533255,
17038909,
20721899,
870217,
16184341,
9852675,
11616087,
16728043,Female
4510046,Female
3104513,Female
21290172,
14337085,
10319291,Female
14829929,Female
17415413,Female
2557046,
1294891,Female
5818187,
11294543,
18230525,
18465524,
16788850,Female
18880544,Male
2810826,
20230400,Male
18765073,
2144652,
11974420,
8333925,Female
1066292,
18479101,
8972162,
17490971,Female
19937224,Male
1056065,Female
20949006,Female
6938120,Female
8714106,
10786057,Female
6253713,Female
13638056,
12760478,Female
10089732,
15018109,
3599577,
6300557,
12011863,Female
18015630,
19366676,Male
15696581,
17949304,Male
17630960,
7648521,Female
2784129,
10797917,
10200964,
3949162,
15711497,
9335990,Female
15519789,Female
4604669,
3571553,
3964967,
3340185,Female
7207475,Male
5046611,
2772954,Female
11610580,
2572604,Male
4386949,
2586149,Female
9485356,
19206891,
3921363,Male
3071432,
7603324,
21256857,
13645920,
14851279,
11097748,Female
6942240,Male
7113767,
11855723,Female
11877237,
12290854,
10695775,Female
15392906,Male
8532656,
4704602,
15584,Female
18687730,
469854,
13904312,
9666906,Male
13322813,Female
20811786,Female
10906121,
13615214,Female
10189901,
20396008,Female
12697060,Female
10185270,
7913303,Male
6692821,
11562746,
3476523,
18439808,Female
10059675,Male
7899554,
10627874,
5356255,Male
626353,
1411416,
18992091,
5454866,Female
21157274,
4020810,Female
9678883,Female
13243000,Male
16658013,Female
992168,
15729183,
18631603,Female
12949206,
14220668,
9205237,Female
8098614,
7081691,Female
1326498,Female
7058121,Female
7110579,Female
3330302,Female
1351523,Male
18763007,
11878888,
9292912,Female
19329201,
4048046,
4444387,
1392632,Female
5209246,
17308977,
11750917,
21499489,Male
11684794,
295755,
11055756,
2601239,
8595218,
18915899,
4437649,Female
7708864,Male
3066438,
2813440,
391417,
4337915,Female
9429632,Female
11374912,Male
12795696,Female
10983039,
18090573,
7140250,Male
11235811,Female
5811942,Female
17334895,
3246617,Female
21532003,Female
715823,
20911805,
11150158,Female
2405078,Female
2098341,
19003281,
10103269,
19759966,Female
17317411,
20182202,Female
15450577,
19785760,
8202855,
12539473,
12468092,Male
14452992,Female
577590,Female
16420967,Male
4645779,
10994939,Female
14335774,
13636363,
1860117,
4381454,Male
19116391,Female
14896668,Female
5317639,Male
5977990,
12977179,
7542896,
14364398,
10257949,
16573954,Female
10971076,Female
2552982,
13829887,
8458061,
16880484,
10210604,
21268926,
6117497,Female
10777911,Female
14676613,Female
13299183,
20607285,Male
254990,
804605,Female
3997537,
19484812,
16517417,
1815119,
3184225,
3835384,
5470200,
12114920,Female
1924854,
11306718,
5922188,
124244,Female
1581766,
13880835,Female
21098854,Female
5029153,
6792993,Male
11454938,Male
12556286,
1449879,
7366417,
21074199,Male
15988493,
613938,
14658123,Male
13543366,
8689731,
1712355,Female
9092790,
7626989,Female
20755161,
3584013,Female
21133804,
19214482,Male
7042446,Male
5478546,Female
6883040,Female
20374059,
18461009,
5762685,
7410730,
20772933,
20917253,Female
8918868,
14029728,Male
13368667,Female
15686258,
7076329,Female
4603687,Male
21688446,
6445673,
15349338,
19357917,
7157316,Female
196118,
16811166,
9366209,
7694001,
17233592,Female
11595200,Female
20743766,Female
8072465,Female
12520151,
11962366,
5136121,
12034298,
9738208,
985133,
10990565,
14826162,
12804448,
12458240,
9080246,
9426465,
21193322,Female
9642811,
7132042,Female
14175333,Female
17835421,Male
12771454,
12638156,
7760233,
11352882,
10721875,Female
15354123,
17511948,Female
4546555,Male
11840675,
20122653,
12961559,Female
16950230,Male
12010341,
13085711,
11710696,Male
20133371,
10729736,
17311841,
21634982,
20390413,
21034093,Female
16601642,
6475951,
19767046,Female
4610747,
1917079,
994939,
14765132,
17276545,
3209310,
18199159,Female
6371652,Female
11237331,
15612612,
1411347,Female
20673530,Female
12200690,
5038163,
3519985,
3521638,
5572474,Female
8349053,
12939448,
19868791,Female
3393001,
8887191,
5945768,
9284939,Male
10159968,
19161713,Female
3471397,
14853676,Female
20580716,
5180746,
20063327,
15187980,
1200015,
10929245,Male
8338607,
9675734,Female
14908368,Female
3571764,
13568537,Female
13582696,
3889990,Female
16238105,
2118810,
18872689,
12199084,Female
17345279,Female
1134710,
11311334,Female
4677614,
12274990,
3762361,
1065957,
11782242,
13847868,
2031552,
7429220,
994702,Female
19394452,
18704962,Female
4591679,
16077467,Female
16659790,Female
20024093,
15860,
10350399,Male
20780282,
9415944,Female
12702200,
10595623,
306188,
9788607,Male
17653275,Female
14486667,
12800501,
13733006,
7987183,
1518635,Male
4683365,
11062326,Female
10816225,
12107145,
4868677,
16963672,Male
11150918,Male
12850834,Male
9351214,
17189143,Female
18361479,
19499734,Female
3969599,Male
2514126,Female
6098897,
9065286,
7925412,
17208573,
2254067,
16333564,
8462002,
2599697,
1228915,
8233854,
7106207,Female
7793688,Female
4769440,
14111402,
3297610,
23864,
6014238,Male
21552842,Male
7703685,Male
7938040,
2381162,
6371783,Female
13583656,Female
13411840,
12403310,
11785205,
13501899,
9617794,
9462082,Female
13657138,Female
21587024,Female
11657583,Female
4967932,Female
19406639,Female
14058690,
7999768,
7493183,Female
12612582,Male
11685588,
72945,Female
1409317,
16371839,
13055580,Female
4680049,
2065154,
18202523,Female
8838750,
7401992,
19911980,
5968049,
16181419,Male
2788490,Female
5996703,Female
18237000,
15504688,
20281670,Female
18276066,
2750546,Male
10161052,
17035780,
12357564,
10144475,Male
15125215,
9715102,
107196,Female
15911184,Female
17637145,Female
855637,
10050845,
3140349,
5425327,
942125,Male
4229627,
3215596,
10537791,
19026254,
17338623,
617677,
14703365,Female
10800506,Female
11370825,Female
20365750,
20875893,
3886583,Female
19651912,Female
19644542,Female
17054864,Female
18623432,
16444618,
15117303,
18106449,
6620107,
1182100,Female
13939244,
5923315,
438829,
10596702,Female
9675416,
14448673,
327841,
1653468,Female
101026,Female
2804133,
17518520,
9213132,
32453,Male
7172535,
12199857,Female
5729604,Male
18906843,
17690656,
20276467,Female
17065014,
4706156,Female
17686980,
5188895,Female
779930,Male
8372140,
3085145,Female
16099222,
11669994,Male
2713806,
9912791,
19441802,
4684359,
7164288,
14688,
7532877,
18408338,
14399319,Male
17681346,
2838179,Male
1871385,
9977416,
2636894,Female
8191157,Female
5708870,Male
13478785,
5889203,Female
9457074,
20443886,Female
10505889,
17969628,Male
7537205,
15936380,Female
4435025,Male
14932813,Female
16600058,
9426402,Female
3469559,
9959237,Female
7059274,
5840773,
8382033,
18239759,
11142381,Female
8747156,Female
7986377,Female
18012972,Male
7487895,Male
9047465,Female
7663160,
15336903,
3166605,Female
4914848,
8821269,
4319543,Female
1876175,Female
12132749,Male
11251340,Male
4702514,Female
20584442,
18322244,Female
3864542,Female
7066019,
10783799,
14110807,
11950235,
2532184,Female
8197128,
15558276,
169651,
3483790,
21209312,
20394952,Female
5401524,Female
12185541,Female
18473434,
5495738,
20977949,Female
12744672,Female
10822009,
9536533,Male
11133377,Female
14258435,Female
13924806,
19026948,
20413336,Female
20121642,
3416317,Female
7062222,Female
18466548,
3396957,Female
14412701,Male
10131433,
2589440,
639005,
1044274,
3259300,
9554988,
121188,Male
16956296,Female
3371224,Female
2491070,Female
2957323,
4962324,Male
9023349,Female
12152722,Female
8645137,
14041892,
12584943,Female
14246834,
18192188,
20678205,Female
10550571,
10000716,Male
2801083,Female
19675216,Female
5166114,
20582935,Female
8647472,Female
20351083,Female
3867185,Female
13539908,
20027976,Female
3485133,
7353990,Female
20161107,Female
16094841,
9938265,
10933572,
1904655,
2133950,
3094145,Female
14121424,Male
1084163,
17618865,
9958365,Female
5182771,
4505474,Male
20929469,
874388,Female
21369259,
8780908,Male
5232808,
19458386,Male
3575973,
18505797,Female
9251176,
11687902,Female
11053609,
18706670,Female
2901505,
18035403,Male
1509441,Female
15127584,Female
694943,Female
15111033,
19748609,Male
5926952,Female
13090424,
10855138,
5376661,Female
17178470,Male
5239819,
3678850,
19796630,
18168055,
7234370,
1878291,
12011004,Female
2457406,
20577885,Female
1945555,
16246932,
18538735,
10859807,Female
19161463,Female
1098396,Male
18477441,
276665,
6842731,Male
17414957,Male
16204672,
8376459,Male
14737735,
19260105,
249889,
10791541,Male
2048182,Female
5584411,
3993081,
9363213,
19471199,
9555846,Female
13994618,Female
14463502,
5968647,
19927996,
8196982,
15122005,
8506352,
17305386,
7727751,
13744631,
12323591,Female
11893744,
10580264,
10166502,Female
7996763,Male
10271346,
16051705,
6174094,
3491442,Female
13139918,Female
20121085,Female
21400227,
2295308,Female
18020947,Male
392065,
14366139,Female
15022081,
20389461,
12617671,Female
15841076,
5885455,
492027,Male
18195795,Male
840288,
2502399,
8175461,
3127195,
19019894,
1042056,Female
15749957,
10045639,
7041593,
7401295,
20517967,Male
14320673,Female
4121069,Male
372703,
18478182,
9423680,Male
18097272,
20498134,Female
566768,
13325821,
11301006,Female
2272392,
9271736,
3051999,
5322799,
5855761,
7003322,
1714194,
573595,
531620,
4009883,Female
20902072,
16347780,
15308294,Female
8769670,Female
790347,Female
16652111,Female
16737657,Female
1782651,
7332297,
8280417,
9440892,
4890596,
10934911,
334532,
9872220,
5811139,
18478471,
4648015,
2600266,Male
13534892,Female
2285812,
6392905,Female
5146262,
5396580,Female
19717909,
4190209,Female
18674378,Male
21603453,
9114272,
17035352,Male
9075833,
2856637,
17222112,Female
14107892,Female
17234407,
9583391,
5513637,Male
3075978,
2566538,Male
20233123,Male
7525204,Female
14619741,Male
9439453,
13374557,Female
3094367,
4031220,
8541123,
307634,Male
8170212,
16296847,
4403802,
3627344,Male
16981596,Female
15112147,Female
10335359,Female
1670842,
1868341,
9392052,
13158955,Male
200749,Female
12959494,Female
7635893,
5135070,
18500585,
3135748,Female
9014436,
432969,
3051687,Male
16297435,
13769220,
15001727,Female
17549916,Female
17530654,Female
3550156,
21020028,Male
5964868,Female
21495600,
12993531,
4326781,
7337243,
17827997,Female
17655832,Male
13535434,Female
19345375,
5226516,Female
17651563,
1659887,Female
16096244,
18437845,
11075862,
18974288,
9823940,Female
19094503,
16764768,Male
3363419,
9216944,
20061146,
8938662,Male
11442168,
11125445,
137782,
17222440,Female
13350533,
10803858,
17129037,
15135722,Female
7710094,
11491264,
1276738,Female
5383044,
18328568,Female
4327674,
11976871,
18985775,
3861980,
7865901,Female
6599759,Female
4071655,Male
10241801,
982487,
21445912,
3891398,Female
1232130,
5723696,
4038117,Female
7538188,
2656009,Female
18908711,Male
9840842,
11383425,
11193422,Female
5530447,
10136810,
910209,
17618347,Female
5961486,Female
6578951,
11543547,
6276092,
7641670,
793695,Female
21650197,Female
17900047,
6234102,
20779545,Female
16282031,
17692640,
18110202,
14155334,
2106126,Female
15631528,
10628237,
5350228,
20155231,
11492671,
10675270,
17206754,Female
4804665,
499051,
154874,Female
4422777,Male
7152305,
9777626,
12188580,
14505139,
19529355,
3315667,
3828491,
13046163,
11708405,
13630615,Female
11711829,Male
8447244,
10785291,Female
14975991,
15338198,
4015150,Female
13647977,
16858773,Female
18360948,Female
1151210,
17853524,Female
10830638,
5747362,
2895979,
20185398,
14189210,Female
3458311,Female
20027838,Female
20867703,
9552772,Female
17874214,Female
21617313,Female
3952779,
20416459,
8021473,Female
6019434,
5315812,Female
6089465,
7041018,
3159666,
20280045,
5698521,
18789799,Male
11042305,
8639551,
10437461,
19939679,Female
1442856,Female
5498807,
8882697,
440231,
6709366,Female
7105401,
1434997,
9685039,
12977748,
890390,
2914130,
2124083,Male
17984156,
15922767,
1125278,
20836268,
19030932,Female
19732276,Male
7977929,
7215095,
16386917,Male
6215834,
7588776,Female
6098679,Male
12802833,
5847665,Female
18616019,Female
16464823,
5735237,Male
16061879,
12188133,
14056831,Male
11011832,
11934769,Female
18768943,
7353304,
14381107,Female
13060410,
17595245,Female
12114237,Female
849312,Female
2825128,Female
13100591,Female
14991692,Female
18187832,
11274076,
18441591,
13768293,Male
5908489,Female
15413924,
1436755,Female
14588600,Female
716443,
570102,
2232090,
17694888,
12417325,
21629042,
17358832,Male
6808854,Female
2785993,Male
14213870,Female
14456965,Male
21693529,
18364980,Female
6251858,Female
9882119,
7655923,
8622068,Female
20456129,
10610232,
16150693,
9710010,Male
15825988,Female
15621056,Female
5154339,
8770918,
18531838,
1628360,Female
14908459,Female
7795485,Female
10707584,
16394156,Female
2146770,
5710425,Female
21163790,Female
16154264,Female
16241629,Male
18234040,
10481941,
7246637,Female
10534409,
7559712,
15686435,
21275428,
10562114,
12095265,Female
18422545,
49682,Female
18376064,
