;product_id;datetime;unique_cust_count_sex_known;unique_female_count_sex_known;cust_mean;cust_median;unique_cust_count_all_sex;cust_count;unique_cust_count_all_sex_last_month;cust_count_last_month;Item_sin_score;Item_lin_score;updated_cust_mean
33;8584;2004-02-27 09:41:51.098566400;371.0;218.0;0.3900483245711858;1.0;519.0;540.0;151.0;154.0;-2.00411;-1.30158;0.6167071158930076
34;2693;2004-02-29 22:08:58.352710400;322.0;213.0;0.4390964367266741;1.0;531.0;548.0;502.0;518.0;-1.09873;-0.70376;0.6943635332007964
35;209;2004-03-05 00:50:05.244459200;39.0;20.0;0.34040943125696993;1.0;60.0;61.0;17.0;18.0;-1.77297;-1.17742;0.548527878575023
36;5726;2004-03-07 22:02:23.329678400;342.0;237.0;0.4599994689607562;1.0;549.0;579.0;148.0;151.0;-0.73167;-0.46702;0.721562275151958
37;7754;2004-03-11 19:22:51.928088000;438.0;272.0;0.41221921299984066;1.0;682.0;709.0;151.0;154.0;-1.65674;-1.0682;0.6486847659778604
38;6192;2004-03-09 23:24:17.570475200;266.0;195.0;0.486617811056237;1.0;391.0;403.0;90.0;92.0;-0.23483;-0.14954;0.7479592430471721
39;3072;2004-03-10 23:08:25.256345600;121.0;86.0;0.71074;1.0;235.0;238.0;235.0;238.0;2.95324;2.0248;0.7480268404636119
40;414;2004-03-07 15:57:52.013059200;137.0;124.0;0.8077281569136001;1.0;144.0;153.0;30.0;30.0;4.05537;3.03251;0.9070327109356987
41;3419;2004-03-06 13:36:55.286812800;1443.0;686.0;0.3155700706282194;0.0;2381.0;2480.0;582.0;595.0;-3.98334;-2.68352;0.48697813070123075
42;3770;2004-03-11 01:50:23.165433600;363.0;167.0;0.30538739312835217;0.0;518.0;531.0;111.0;112.0;-3.38502;-2.29532;0.478513508330166
43;8470;2004-03-06 22:23:33.298886400;472.0;373.0;0.5749918949586643;1.0;512.0;549.0;192.0;200.0;1.43766;0.92376;0.7975074900040451
44;2628;2004-03-09 15:57:05.739148800;109.0;56.0;0.341033402368435;1.0;164.0;168.0;48.0;48.0;-2.25109;-1.49444;0.5337678982190056
45;566;2004-03-07 16:19:19.199251200;135.0;110.0;0.6247568487599287;1.0;153.0;158.0;32.0;33.0;1.87652;1.22577;0.8254177602296292
46;12661;2004-03-04 03:28:41.634278400;392.0;206.0;0.34883304126174924;1.0;575.0;581.0;138.0;138.0;-2.73155;-1.80609;0.5521600845029564
47;3772;2004-03-05 06:14:52.187180800;156.0;108.0;0.45955472359407357;1.0;179.0;185.0;44.0;44.0;-0.64073;-0.409;0.7092651905053248
48;13760;2004-03-10 04:18:16.635616000;24.0;20.0;0.6622831901442697;1.0;31.0;32.0;19.0;20.0;1.5709;1.04474;0.8449890738456797
49;15;2004-03-03 07:10:59.565232000;365.0;269.0;0.4892132653603101;1.0;400.0;429.0;93.0;102.0;-0.19999;-0.12734;0.7466289185610379
50;7332;2004-03-05 10:54:09.935220800;606.0;525.0;0.7291700437672232;1.0;661.0;740.0;310.0;327.0;4.22549;2.93729;0.8717468644840877
51;6271;2004-03-08 12:21:56.141710400;193.0;158.0;0.632537688442211;1.0;214.0;234.0;52.0;54.0;2.1306;1.39638;0.8268647828736256
52;10771;2004-03-11 14:55:38.134443200;331.0;278.0;0.6755551953314961;1.0;365.0;385.0;85.0;89.0;3.0418;2.03824;0.8458165713062764
53;2455;2004-03-05 20:28:16.173809600;329.0;233.0;0.4701091285646009;1.0;367.0;373.0;100.0;101.0;-0.54376;-0.34668;0.7173463079413284
54;7293;2004-03-06 20:58:14.260625600;255.0;206.0;0.6106338142324526;1.0;277.0;293.0;82.0;83.0;1.88875;1.22697;0.8151586584840305
55;13158;2004-03-07 14:23:58.028580800;578.0;468.0;0.6143823958502188;1.0;661.0;718.0;160.0;163.0;2.23701;1.45524;0.8189868228406341
56;11494;2004-03-05 13:30:45.925684800;1219.0;868.0;0.472664754925389;1.0;2361.0;2450.0;458.0;462.0;-0.60954;-0.38852;0.7473233037934482
57;13830;2004-03-06 02:47:00.091502400;81.0;63.0;0.5497244285945858;1.0;95.0;99.0;19.0;19.0;0.68559;0.43824;0.7928801019988302
58;8580;2004-03-03 11:46:52.344878400;83.0;72.0;0.7314597179445614;1.0;96.0;102.0;34.0;35.0;2.94536;2.05111;0.8771366986679046
59;3918;2004-03-08 22:23:18.309430400;436.0;353.0;0.614260820230183;1.0;488.0;493.0;142.0;143.0;2.13589;1.3894;0.8168713002039976
60;1099;2004-02-26 00:46:09.297171200;769.0;661.0;0.7154319987031934;1.0;841.0;917.0;311.0;318.0;4.16264;2.86369;0.8650923019519161
61;8108;2004-03-07 01:27:20.984912000;1026.0;913.0;0.7768276868212027;1.0;1138.0;1307.0;488.0;500.0;5.29873;3.83927;0.8946627572422429
62;4539;2004-03-01 09:16:52.766854400;969.0;850.0;0.7511549683903388;1.0;1069.0;1195.0;455.0;471.0;4.8806;3.45453;0.8823816641795669
63;3430;2004-03-10 01:50:34.329804800;175.0;147.0;0.6757983465715675;1.0;189.0;211.0;51.0;54.0;2.71262;1.81793;0.8467296073233769
64;3021;2004-03-08 16:57:52.884454400;371.0;325.0;0.748763981196304;1.0;402.0;434.0;177.0;178.0;4.16901;2.94482;0.8810600312544483
65;13235;2004-02-21 06:08:55.491612800;880.0;780.0;0.7697357756524559;1.0;965.0;1092.0;390.0;395.0;5.08282;3.65819;0.8911240909879038
66;10616;2004-03-02 22:24:54.145174400;695.0;612.0;0.7580239909223537;1.0;755.0;848.0;338.0;342.0;4.74345;3.37771;0.885095174277921
67;2232;2003-12-14 16:15:05.508044800;355.0;317.0;0.7831090938563786;1.0;394.0;439.0;115.0;121.0;4.56307;3.32649;0.8984221307461913
68;5948;2003-11-28 07:27:34.661190401;991.0;842.0;0.6953517587939698;1.0;1094.0;1249.0;327.0;339.0;3.97361;2.69575;0.8557113287060685
69;11795;2003-12-10 10:22:03.474524800;77.0;66.0;0.7105284486950884;1.0;90.0;95.0;16.0;16.0;2.67597;1.83442;0.8700232120602046
70;11799;2003-12-06 03:16:11.865721600;299.0;266.0;0.7763616469443995;1.0;332.0;344.0;150.0;151.0;4.353;3.15261;0.8954262524948248
71;1929;2003-12-09 21:32:11.740172800;646.0;537.0;0.6581090938563785;1.0;742.0;821.0;197.0;207.0;3.08433;2.04667;0.8399214023560782
72;5741;2003-12-15 02:46:13.459571200;155.0;133.0;0.7123926082023019;1.0;165.0;178.0;119.0;127.0;3.125;2.1451;0.8633155984666956
73;8621;2004-03-09 10:10:36.620065600;624.0;521.0;0.6655454692818934;1.0;1093.0;1122.0;201.0;202.0;3.19922;2.13148;0.8557292268732928
74;7871;2004-03-03 18:47:24.858798400;139.0;109.0;0.5626722321283839;1.0;278.0;286.0;114.0;117.0;0.96669;0.61941;0.817421016037667
75;5635;2004-03-08 20:29:18.016840000;239.0;187.0;0.5591465391473496;1.0;271.0;274.0;73.0;73.0;1.01253;0.64832;0.792172160491036
76;2056;2004-02-25 02:45:01.106265600;103.0;87.0;0.6852407197276705;1.0;116.0;119.0;29.0;29.0;2.55281;1.72066;0.8544434644247191
77;61;2004-03-10 19:00:01.744112000;204.0;149.0;0.73039;1.0;825.0;825.0;632.0;632.0;3.52506;2.45274;0.8149557776531787
78;11854;2004-03-12 16:38:30.303596800;412.0;325.0;0.572114605284487;1.0;937.0;938.0;888.0;888.0;1.353;0.86876;0.8249130273292707
79;11338;2004-03-08 03:02:49.567283200;181.0;121.0;0.4437563060910201;1.0;3041.0;3042.0;3011.0;3011.0;-0.91474;-0.58539;0.9200739026525396
80;5327;2004-03-06 21:50:12.695894400;210.0;137.0;0.43304922733790024;1.0;3712.0;3712.0;3258.0;3258.0;-1.11739;-0.71662;0.9127974728009066
81;3020;2004-02-29 18:29:52.028489600;171.0;113.0;0.4386516913599915;1.0;2979.0;2979.0;2955.0;2955.0;-0.98595;-0.63158;0.9196517601090938
82;2683;2004-03-08 21:59:07.357574400;157.0;117.0;0.74522;1.0;459.0;459.0;429.0;429.0;3.52564;2.4829;0.8074050663740877
83;12968;2004-03-11 12:27:20.850374400;1341.0;862.0;0.42669003239339387;1.0;3035.0;3103.0;1468.0;1484.0;-1.64405;-1.05594;0.6959577556345227
84;8536;2004-03-09 01:36:06.142022400;32.0;21.0;0.4356181296797833;1.0;47.0;47.0;47.0;47.0;-0.7024;-0.45022;0.6843962072604685
85;12964;2004-03-07 19:31:52.052356800;568.0;456.0;0.6004619873561354;1.0;764.0;786.0;193.0;194.0;1.96912;1.27464;0.8181591872621778
86;13249;2004-02-28 19:21:22.400921600;475.0;379.0;0.5904725239098719;1.0;736.0;752.0;141.0;142.0;1.72888;1.1156;0.8188180564440556
87;12074;2004-03-12 09:18:24.033347200;812.0;558.0;0.45615607243375283;1.0;1621.0;1644.0;75.0;75.0;-0.92004;-0.58757;0.7313764756239994
88;13099;2004-03-10 17:04:10.776396800;89.0;58.0;0.65169;1.0;126.0;133.0;26.0;26.0;2.06413;1.36515;0.6608099848197078
89;3017;2004-03-07 16:54:44.681516800;158.0;108.0;0.68354;1.0;456.0;459.0;428.0;429.0;2.76348;1.86069;0.7604351534638453
90;8756;2004-02-08 16:22:21.826918400;212.0;144.0;0.67925;1.0;338.0;361.0;59.0;59.0;2.86205;1.92202;0.7020718797040364
91;5220;2004-02-15 15:16:42.913472000;415.0;218.0;0.5253;1.0;657.0;676.0;115.0;116.0;0.47883;0.30515;0.5548123927584347
92;4830;2004-02-07 10:19:55.775667200;355.0;196.0;0.55211;1.0;537.0;558.0;130.0;135.0;0.95749;0.61229;0.589424025941404
93;10598;2004-03-08 16:57:40.725308800;151.0;96.0;0.63576;1.0;218.0;220.0;48.0;49.0;2.07833;1.36408;0.6588015750163216
94;8002;2004-03-09 12:48:10.851184000;109.0;83.0;0.76147;1.0;119.0;121.0;35.0;35.0;3.44133;2.45807;0.7713532604355546
95;11841;2004-03-12 10:41:19.696771200;316.0;260.0;0.82278;1.0;370.0;398.0;133.0;138.0;4.88917;3.71772;0.8303972672854132
96;6715;2004-02-28 19:27:05.454060800;176.0;145.0;0.6430945047819745;1.0;263.0;268.0;25.0;26.0;2.24932;1.48136;0.8420610935867847
97;9739;2004-03-07 16:38:32.440387200;116.0;99.0;0.7030515480628952;1.0;129.0;139.0;38.0;38.0;2.83594;1.93393;0.8608678857784918
98;809;2004-03-11 18:40:06.651868800;217.0;171.0;0.5704733344140056;1.0;238.0;255.0;69.0;69.0;1.1824;0.75893;0.7975095811206557
99;5190;2004-03-10 15:54:45.392832000;171.0;131.0;0.5260171826876316;1.0;207.0;211.0;46.0;46.0;0.42026;0.26785;0.7830164144816076
100;277;2004-03-02 19:31:19.170739200;103.0;94.0;0.8229453720213973;1.0;125.0;131.0;28.0;29.0;3.94425;2.99977;0.9194644566651173
101;11176;2004-02-28 10:51:19.691078400;55.0;47.0;0.7052804344302156;1.0;68.0;74.0;11.0;11.0;2.41974;1.65265;0.8643589278458955
102;3484;2004-03-10 18:31:41.170771200;69.0;61.0;0.7650753768844221;1.0;102.0;103.0;27.0;28.0;3.143;2.25234;0.8987948564433362
103;8035;2004-03-12 20:38:35.230732800;98.0;89.0;0.8139082509320796;1.0;148.0;156.0;35.0;37.0;3.83196;2.88489;0.917096142925473
104;143;2004-03-05 19:53:58.877161600;723.0;632.0;0.7449748743718594;1.0;801.0;902.0;249.0;254.0;4.58207;3.22622;0.879568676379906
105;3980;2004-03-08 03:35:08.360262401;489.0;416.0;0.6975198573512725;1.0;534.0;579.0;209.0;214.0;3.60182;2.44704;0.8566993766649261
106;8249;2004-03-06 18:27:14.711488000;382.0;326.0;0.7029502350461988;1.0;432.0;465.0;168.0;172.0;3.54062;2.41431;0.8601562361721228
107;1918;2004-03-04 01:31:33.121923200;169.0;71.0;0.42012;0.0;336.0;351.0;27.0;28.0;-1.27535;-0.8205;0.43146267323123005
108;7376;2004-03-10 23:18:03.801763200;116.0;100.0;0.7205179121413519;1.0;118.0;120.0;118.0;120.0;3.04149;2.10029;0.8624660707357841
109;7020;2004-03-11 20:53:11.951740800;581.0;470.0;0.6128829632031122;1.0;631.0;695.0;95.0;100.0;2.21073;1.43733;0.8157671676402622
110;10729;2004-03-05 21:08:04.358070400;310.0;210.0;0.4496707556688439;1.0;1559.0;1559.0;454.0;454.0;-0.90376;-0.57776;0.8230214895373408
111;3052;2004-03-12 12:36:44.571276800;1500.0;1078.0;0.71867;1.0;6624.0;6676.0;1728.0;1733.0;4.63846;3.19866;0.8256174350058799
112;10366;2003-12-31 05:47:04.160819200;406.0;288.0;0.70936;1.0;752.0;765.0;84.0;85.0;3.67329;2.51601;0.7427194479538333
113;12996;2004-03-10 13:32:24.049731200;60.0;44.0;0.73333;1.0;1109.0;1109.0;391.0;391.0;2.75068;1.91838;0.9176013897563814
114;2629;2004-03-12 14:52:15.170278400;815.0;691.0;0.6917044901928999;1.0;912.0;993.0;135.0;148.0;3.79808;2.57053;0.8541466717978787
115;4464;2004-03-08 11:38:34.499705600;151.0;132.0;0.7450356621818771;1.0;165.0;176.0;39.0;40.0;3.49659;2.46206;0.8802691542194956
116;13528;2004-02-02 05:47:42.036780800;89.0;74.0;0.6584940833198248;1.0;98.0;100.0;24.0;24.0;2.14912;1.42639;0.8387822694256551
117;12426;2004-01-29 18:15:35.602534400;89.0;80.0;0.7951045550332307;1.0;101.0;108.0;38.0;38.0;3.59932;2.65583;0.9048263858182102
118;13286;2004-01-25 09:38:57.864857600;276.0;228.0;0.6476130653266331;1.0;300.0;302.0;83.0;83.0;2.5156;1.66036;0.8312769083230049
119;11320;2004-02-08 16:42:18.383129600;632.0;521.0;0.6441278975522776;1.0;698.0;743.0;180.0;186.0;2.82193;1.85939;0.8313371642332351
120;749;2004-01-24 21:18:06.104681601;312.0;256.0;0.6363065326633165;1.0;350.0;354.0;82.0;82.0;2.38612;1.56649;0.8264339996736739
121;4739;2004-01-30 01:38:34.387846400;106.0;77.0;0.48219690935160103;1.0;148.0;150.0;36.0;36.0;-0.26122;-0.16638;0.7474601001999938
122;2973;2004-02-07 22:55:26.150768000;307.0;233.0;0.5115902091100664;1.0;337.0;353.0;69.0;70.0;0.2086;0.13283;0.7702116358609923
123;9187;2004-02-07 14:11:25.452732800;367.0;309.0;0.6797698168260659;1.0;394.0;413.0;73.0;76.0;3.1621;2.12419;0.8472393689814923
124;4089;2004-01-29 00:10:04.821689600;43.0;36.0;0.6701450802399092;1.0;47.0;49.0;8.0;8.0;1.92779;1.28772;0.8451484293582278
125;1353;2004-03-10 01:06:43.607963200;120.0;96.0;0.5947479332144594;1.0;169.0;171.0;37.0;37.0;1.40653;0.90878;0.817816049872333
126;6771;2004-03-01 08:13:04.834168000;392.0;327.0;0.6640055114281083;1.0;482.0;487.0;93.0;93.0;2.94355;1.95948;0.8424410936870392
127;645;2004-03-11 07:06:41.166817600;521.0;372.0;0.4739591630821518;1.0;1188.0;1217.0;1021.0;1041.0;-0.51137;-0.32591;0.7660911639284551
128;5615;2004-03-10 11:01:56.704356800;952.0;814.0;0.7062733019938402;1.0;1082.0;1154.0;122.0;128.0;4.14056;2.82991;0.8613792214279695
129;7602;2004-03-10 06:44:17.168254400;339.0;292.0;0.7190792673042632;1.0;370.0;401.0;159.0;166.0;3.7025;2.554;0.8665879910813127
130;1843;2004-01-28 17:27:13.769664000;323.0;270.0;0.6675109418058033;1.0;367.0;397.0;135.0;138.0;2.90364;1.93668;0.8454470412348533
131;6674;2004-02-04 12:39:32.519673600;717.0;569.0;0.5817393418706434;1.0;818.0;888.0;161.0;172.0;1.67028;1.07511;0.8006790820101813
132;5642;2004-02-16 21:04:35.635132800;220.0;188.0;0.7052804344302156;1.0;237.0;256.0;84.0;85.0;3.24497;2.21627;0.8598878725289122
133;2862;2004-02-29 07:20:09.882896000;320.0;223.0;0.4625882852742818;1.0;442.0;457.0;114.0;116.0;-0.67677;-0.43184;0.7160620064019095
134;644;2004-03-10 06:41:14.746467201;41.0;37.0;0.8023180418220133;1.0;59.0;59.0;12.0;12.0;3.03976;2.25993;0.9150627916763713
135;10913;2004-02-02 05:17:04.582032000;671.0;426.0;0.42142610588922524;1.0;983.0;1009.0;236.0;239.0;-1.59077;-1.02307;0.6558156266073079
136;9828;2004-01-25 02:02:59.258860800;108.0;83.0;0.5309612579024152;1.0;207.0;212.0;36.0;36.0;0.4556;0.2905;0.8092955532266726
137;8618;2004-01-16 09:35:53.674281600;155.0;134.0;0.7254822499594746;1.0;235.0;235.0;56.0;56.0;3.28543;2.27731;0.8822494350371267
138;9731;2004-01-27 11:16:50.524665600;48.0;28.0;0.3872139026074027;1.0;58.0;58.0;17.0;17.0;-1.35031;-0.87789;0.6077118721815482
139;12594;2004-01-18 03:41:17.035440001;62.0;49.0;0.5751337331820392;1.0;90.0;91.0;19.0;19.0;0.96889;0.62258;0.7993260975872979
140;5658;2004-03-12 19:10:32.353747200;51.0;23.0;0.29936009771122085;0.0;89.0;89.0;45.0;45.0;-2.3289;-1.58555;0.43350570646571224
141;5773;2003-12-05 18:25:30.938089600;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.69315;0.69315;1.0
142;10967;2003-12-21 14:21:36.201875200;203.0;147.0;0.4806834475067707;1.0;372.0;384.0;92.0;92.0;-0.32253;-0.20546;0.7578406761154608
143;6801;2003-12-26 19:55:27.017084800;403.0;284.0;0.46778583187297534;1.0;614.0;632.0;132.0;132.0;-0.60633;-0.38666;0.7300715149928685
144;1944;2003-11-29 09:14:07.136384000;1069.0;781.0;0.48496495140990914;1.0;4589.0;4590.0;86.0;86.0;-0.32935;-0.20975;0.8313080397429898
145;8158;2003-11-19 05:39:52.735372800;187.0;153.0;0.6315853460852651;1.0;263.0;270.0;63.0;63.0;2.10355;1.37808;0.8302246803930791
146;2273;2003-12-08 02:28:46.051977600;311.0;197.0;0.42047687324093247;1.0;339.0;348.0;82.0;82.0;-1.41989;-0.9134;0.6421818173547722
147;6690;2003-11-19 01:28:49.207104000;80.0;72.0;0.7973739666072297;1.0;84.0;89.0;24.0;25.0;3.53375;2.61359;0.901640489453936
148;701;2003-11-22 07:49:39.876652800;160.0;110.0;0.4563618501407254;1.0;230.0;235.0;62.0;62.0;-0.69445;-0.44349;0.7115285020571664
149;10214;2003-11-24 18:31:06.557292800;270.0;187.0;0.45974058732940365;1.0;413.0;419.0;88.0;90.0;-0.70666;-0.45108;0.7136132825395286
150;8437;2004-02-24 22:25:57.237187200;217.0;161.0;0.49249907068132337;1.0;2672.0;2673.0;866.0;866.0;-0.12687;-0.08078;0.8959165195231542
151;8802;2003-12-13 01:44:03.594630400;558.0;359.0;0.42706839785460143;1.0;959.0;970.0;107.0;108.0;-1.43681;-0.92275;0.6845017182457572
152;13444;2003-12-17 12:16:11.014700800;626.0;486.0;0.77636;1.0;2408.0;2408.0;4.0;4.0;4.91556;3.56004;0.8417854780393013
153;3231;2004-03-07 15:12:47.558409600;91.0;62.0;0.68132;1.0;1198.0;1198.0;449.0;449.0;2.43871;1.63978;0.8725862008394377
154;7425;2003-12-12 11:38:25.002012800;637.0;455.0;0.71429;1.0;2138.0;2138.0;31.0;31.0;4.02678;2.76791;0.7941691123469778
155;1542;2004-01-06 12:33:29.304147200;803.0;497.0;0.41084514895650787;1.0;1745.0;1774.0;100.0;102.0;-1.84928;-1.19282;0.6722620955614412
156;5727;2004-03-12 02:07:23.665964800;19.0;15.0;0.5734114118982007;1.0;31.0;31.0;30.0;30.0;0.68479;0.43984;0.7959661464682685
157;12564;2004-01-14 18:29:55.095718400;89.0;52.0;0.3878378737188678;1.0;997.0;997.0;318.0;318.0;-1.55298;-1.00942;0.8187379001259109
158;6040;2003-12-02 22:40:24.978860800;91.0;60.0;0.4376692687589613;1.0;100.0;101.0;22.0;22.0;-0.8798;-0.56369;0.6721053790316651
159;2735;2003-11-22 15:55:10.028464000;61.0;34.0;0.3699883171366364;1.0;67.0;67.0;15.0;15.0;-1.63922;-1.07315;0.5723412406569419
160;9995;2003-11-22 06:38:30.313763200;137.0;106.0;0.5414978116388393;1.0;156.0;160.0;21.0;22.0;0.64054;0.40894;0.785350210779269
161;10220;2003-12-08 05:23:16.992467200;58.0;44.0;0.510901280596531;1.0;66.0;68.0;18.0;18.0;0.13962;0.0889;0.7728131813043253
162;11570;2004-03-07 02:01:40.640665600;646.0;581.0;0.7961176852001944;1.0;1221.0;1228.0;731.0;734.0;5.18945;3.83315;0.9123147481217266
163;12129;2004-02-09 07:26:12.560022400;187.0;150.0;0.5990841303290646;1.0;274.0;277.0;86.0;86.0;1.60381;1.0377;0.8166029645430821
164;7342;2004-02-19 23:34:20.359840000;583.0;446.0;0.5238490841303289;1.0;1239.0;1261.0;548.0;552.0;0.47681;0.30383;0.7982921155259752
165;8252;2004-02-15 23:34:21.588188800;51.0;45.0;0.7616104717134057;1.0;69.0;69.0;24.0;24.0;2.89398;2.06737;0.8941988193037596
166;9773;2004-02-09 14:00:52.475161600;65.0;53.0;0.6259118171502674;1.0;85.0;86.0;19.0;19.0;1.61439;1.05505;0.8312716781329256
167;8985;2003-11-22 02:45:47.354814400;28.0;17.0;0.60714;1.0;34.0;35.0;1.0;1.0;1.11212;0.72154;0.6305254821905805
168;12399;2003-11-12 22:52:02.850481600;52.0;47.0;0.90385;1.0;59.0;61.0;16.0;16.0;3.79053;3.2068;0.908278083620055
169;4798;2003-12-06 06:50:42.237401600;479.0;325.0;0.4503876586479741;1.0;916.0;937.0;53.0;53.0;-0.95837;-0.61259;0.7184176590559179
170;7593;2003-12-22 11:42:50.394526400;108.0;75.0;0.46096861558069135;1.0;177.0;178.0;53.0;53.0;-0.57382;-0.36622;0.7315339093592876
171;7436;2004-01-10 09:44:46.180750400;158.0;135.0;0.7050372831901444;1.0;174.0;176.0;35.0;35.0;3.04395;2.07863;0.8608802575276272
172;8102;2004-01-06 10:47:43.910676800;950.0;783.0;0.6438036958988491;1.0;1072.0;1194.0;281.0;298.0;2.99372;1.97227;0.8324896311503931
173;564;2003-12-06 14:24:59.416848000;290.0;241.0;0.657622791376236;1.0;317.0;327.0;59.0;59.0;2.69594;1.78849;0.8373369336348702
174;4975;2003-11-25 15:57:04.219142400;230.0;203.0;0.7621372994002269;1.0;261.0;267.0;58.0;58.0;3.99228;2.85332;0.8880144263957847
